px,py,pz,alvox,alvoy,alvoz,acao0,acao1,acao2,acao3,acao4,acao5
22,40,18,28,49,15,0,0,1,0,0,0
27,12,21,9,0,24,0,0,0,0,0,1
10,39,17,4,42,36,1,0,0,0,0,0
35,44,36,23,30,28,0,0,0,1,0,0
10,6,20,35,39,17,0,0,1,0,0,0
20,0,33,48,21,49,0,0,0,0,1,0
34,30,2,17,43,28,1,0,0,0,0,0
46,9,43,3,28,17,0,0,0,0,0,1
46,15,48,26,44,23,0,0,1,0,0,0
18,45,20,36,25,4,0,0,0,1,0,0
37,3,32,8,10,30,0,0,0,0,0,1
23,3,3,16,26,24,0,0,1,0,0,0
49,0,27,22,47,27,0,0,1,0,0,0
3,46,30,40,41,19,0,0,0,0,1,0
49,15,35,31,40,12,0,0,1,0,0,0
12,0,32,26,1,43,0,0,0,0,1,0
4,39,3,20,33,34,1,0,0,0,0,0
46,36,38,36,27,28,0,1,0,0,0,0
29,20,17,24,11,0,0,1,0,0,0,0
31,43,26,29,43,41,1,0,0,0,0,0
43,36,23,18,24,3,0,0,0,0,0,1
24,3,48,35,42,10,0,0,1,0,0,0
3,22,26,44,18,31,0,0,0,0,1,0
3,7,4,23,48,4,0,0,1,0,0,0
42,24,17,17,25,33,0,0,0,0,0,1
6,20,3,24,2,0,0,0,0,1,0,0
8,28,41,2,3,36,0,0,0,1,0,0
37,49,37,7,38,38,0,0,0,0,0,1
3,49,0,44,0,40,0,0,0,1,0,0
49,41,26,36,17,46,0,0,0,1,0,0
1,17,18,29,8,0,0,0,0,0,1,0
13,24,3,37,30,29,1,0,0,0,0,0
33,31,35,10,20,49,0,0,0,0,0,1
8,33,40,41,35,44,0,0,0,0,1,0
14,30,26,1,45,34,0,0,1,0,0,0
35,35,8,41,18,28,1,0,0,0,0,0
45,14,32,26,10,26,0,0,0,0,0,1
2,43,14,48,40,7,0,0,0,0,1,0
31,30,23,29,23,38,1,0,0,0,0,0
22,43,33,45,11,18,0,0,0,1,0,0
25,19,28,32,19,37,1,0,0,0,0,0
19,44,20,5,17,32,0,0,0,1,0,0
24,2,32,40,31,32,0,0,1,0,0,0
18,1,38,6,21,28,0,0,1,0,0,0
38,48,24,10,4,43,0,0,0,1,0,0
42,12,36,15,3,38,0,0,0,0,0,1
37,43,14,29,14,1,0,0,0,1,0,0
36,41,26,19,8,42,0,0,0,1,0,0
48,42,19,23,24,10,0,0,0,0,0,1
10,48,23,31,36,23,0,0,0,0,1,0
6,49,37,24,26,10,0,1,0,0,0,0
34,9,4,22,37,32,1,0,0,0,0,0
29,11,35,47,4,9,0,1,0,0,0,0
0,49,46,13,3,40,0,0,0,1,0,0
25,49,24,46,20,33,0,0,0,1,0,0
1,22,40,33,4,21,0,0,0,0,1,0
49,46,34,46,13,20,0,0,0,1,0,0
23,18,40,44,39,28,0,0,1,0,0,0
29,38,22,5,4,43,0,0,0,1,0,0
11,47,25,7,39,27,0,0,0,1,0,0
20,31,32,20,23,47,1,0,0,0,0,0
9,25,39,39,20,49,0,0,0,0,1,0
9,21,21,30,29,7,0,0,0,0,1,0
12,41,41,47,36,26,0,0,0,0,1,0
19,39,46,25,21,31,0,0,0,1,0,0
18,16,18,40,31,1,0,0,0,0,1,0
20,6,26,32,10,31,0,0,0,0,1,0
22,3,23,32,36,40,0,0,1,0,0,0
49,14,0,36,24,42,1,0,0,0,0,0
19,9,28,44,30,29,0,0,0,0,1,0
20,40,24,42,23,10,0,0,0,0,1,0
4,45,48,6,4,31,0,0,0,1,0,0
47,11,47,6,28,17,0,0,0,0,0,1
26,5,30,6,6,25,0,0,0,0,0,1
6,36,45,35,1,35,0,0,0,1,0,0
13,37,22,29,1,36,0,0,0,1,0,0
37,41,28,47,26,26,0,0,0,1,0,0
3,4,10,24,3,47,1,0,0,0,0,0
35,47,18,13,10,36,0,0,0,1,0,0
16,34,16,29,31,6,0,0,0,0,1,0
35,3,49,45,20,3,0,1,0,0,0,0
12,28,29,42,20,34,0,0,0,0,1,0
24,10,31,39,22,22,0,0,0,0,1,0
8,47,39,13,1,47,0,0,0,1,0,0
12,11,40,31,49,18,0,0,1,0,0,0
3,43,33,8,23,1,0,1,0,0,0,0
28,11,48,3,38,34,0,0,1,0,0,0
1,38,13,45,18,9,0,0,0,0,1,0
33,27,4,48,16,5,0,0,0,0,1,0
14,32,29,19,20,35,0,0,0,1,0,0
14,18,32,37,12,13,0,0,0,0,1,0
21,0,8,13,21,5,0,0,1,0,0,0
5,32,7,11,24,46,1,0,0,0,0,0
0,45,0,36,9,7,0,0,0,1,0,0
4,15,10,18,17,15,0,0,0,0,1,0
46,26,33,38,49,0,0,1,0,0,0,0
22,1,32,44,13,3,0,1,0,0,0,0
31,22,44,26,1,18,0,1,0,0,0,0
6,32,31,11,6,1,0,1,0,0,0,0
13,40,35,32,2,2,0,0,0,1,0,0
35,11,34,16,44,47,0,0,1,0,0,0
43,41,37,47,42,36,0,0,0,0,1,0
15,36,32,49,29,8,0,0,0,0,1,0
32,38,24,11,24,23,0,0,0,0,0,1
29,26,38,4,11,39,0,0,0,0,0,1
5,33,12,41,36,21,0,0,0,0,1,0
37,22,32,19,1,16,0,0,0,1,0,0
4,17,3,20,2,5,0,0,0,0,1,0
1,22,22,5,15,33,1,0,0,0,0,0
7,2,24,13,5,30,1,0,0,0,0,0
40,28,20,7,37,32,0,0,0,0,0,1
0,43,30,25,30,18,0,0,0,0,1,0
41,38,3,22,35,31,1,0,0,0,0,0
47,15,38,31,1,49,0,0,0,0,0,1
9,18,29,28,38,19,0,0,1,0,0,0
12,49,7,22,29,21,0,0,0,1,0,0
31,29,41,28,6,16,0,1,0,0,0,0
20,3,14,15,31,29,0,0,1,0,0,0
10,26,48,34,31,47,0,0,0,0,1,0
5,28,44,25,36,1,0,1,0,0,0,0
11,13,36,30,27,12,0,1,0,0,0,0
11,15,38,30,20,11,0,1,0,0,0,0
38,9,17,15,48,24,0,0,1,0,0,0
2,19,6,18,23,23,1,0,0,0,0,0
37,5,41,31,3,39,0,0,0,0,0,1
2,21,6,23,9,5,0,0,0,0,1,0
32,19,2,24,16,3,0,0,0,0,0,1
26,46,9,41,43,37,1,0,0,0,0,0
46,23,4,49,36,45,1,0,0,0,0,0
43,37,7,46,26,0,0,0,0,1,0,0
48,0,31,22,1,17,0,0,0,0,0,1
10,6,43,2,35,31,0,0,1,0,0,0
25,10,26,1,28,15,0,0,0,0,0,1
17,41,19,6,0,39,0,0,0,1,0,0
25,49,41,15,24,15,0,1,0,0,0,0
21,8,40,0,40,9,0,0,1,0,0,0
38,45,32,35,44,5,0,1,0,0,0,0
19,46,40,31,25,49,0,0,0,1,0,0
0,26,40,15,25,24,0,1,0,0,0,0
24,45,48,38,32,37,0,0,0,0,1,0
34,3,19,38,21,45,1,0,0,0,0,0
34,28,39,4,24,28,0,0,0,0,0,1
35,6,28,0,49,23,0,0,1,0,0,0
47,12,7,20,18,17,0,0,0,0,0,1
43,11,32,40,23,10,0,1,0,0,0,0
29,10,47,16,0,49,0,0,0,0,0,1
6,7,45,25,19,20,0,1,0,0,0,0
22,18,49,1,13,32,0,0,0,0,0,1
21,38,45,34,42,3,0,1,0,0,0,0
4,29,35,41,0,14,0,0,0,0,1,0
12,44,0,27,22,10,0,0,0,1,0,0
22,27,9,27,1,11,0,0,0,1,0,0
16,17,9,4,27,36,1,0,0,0,0,0
34,5,38,37,9,31,0,1,0,0,0,0
9,26,42,33,34,25,0,0,0,0,1,0
30,23,47,42,33,14,0,1,0,0,0,0
26,28,40,22,5,14,0,1,0,0,0,0
34,28,28,21,27,30,0,0,0,0,0,1
16,6,43,3,37,18,0,0,1,0,0,0
46,35,7,5,10,32,0,0,0,0,0,1
40,13,13,4,17,24,0,0,0,0,0,1
36,44,40,25,34,1,0,1,0,0,0,0
16,33,17,42,7,4,0,0,0,1,0,0
9,49,21,5,1,16,0,0,0,1,0,0
19,34,30,46,19,33,0,0,0,0,1,0
47,8,3,44,2,2,0,0,0,1,0,0
36,37,11,13,10,33,0,0,0,1,0,0
26,7,35,25,37,12,0,0,1,0,0,0
27,43,7,12,28,8,0,0,0,1,0,0
12,33,12,49,42,11,0,0,0,0,1,0
37,24,8,38,18,3,0,0,0,1,0,0
32,9,9,33,43,32,0,0,1,0,0,0
28,45,38,45,36,9,0,1,0,0,0,0
37,31,8,21,48,12,0,0,1,0,0,0
11,8,37,45,15,15,0,0,0,0,1,0
35,43,9,15,12,45,1,0,0,0,0,0
19,14,27,18,48,22,0,0,1,0,0,0
36,9,48,19,45,7,0,1,0,0,0,0
40,7,28,10,16,4,0,0,0,0,0,1
48,1,24,22,43,46,0,0,1,0,0,0
5,36,45,34,11,10,0,1,0,0,0,0
23,6,17,15,9,47,1,0,0,0,0,0
12,37,25,4,31,14,0,1,0,0,0,0
43,3,36,8,37,41,0,0,0,0,0,1
9,48,45,5,3,8,0,0,0,1,0,0
13,20,49,43,21,42,0,0,0,0,1,0
17,36,3,31,3,10,0,0,0,1,0,0
39,20,1,25,38,20,1,0,0,0,0,0
34,49,49,49,45,18,0,1,0,0,0,0
37,13,6,34,15,11,1,0,0,0,0,0
22,35,13,24,27,8,0,0,0,1,0,0
29,39,1,26,8,19,0,0,0,1,0,0
8,40,31,41,16,33,0,0,0,0,1,0
22,5,17,21,41,41,0,0,1,0,0,0
26,9,37,24,43,31,0,0,1,0,0,0
2,21,27,13,20,8,0,1,0,0,0,0
17,47,28,2,34,47,1,0,0,0,0,0
22,10,18,45,11,1,0,0,0,0,1,0
43,23,8,22,20,11,0,0,0,0,0,1
0,22,33,5,24,3,0,1,0,0,0,0
30,24,43,35,20,28,0,1,0,0,0,0
7,4,41,47,35,47,0,0,0,0,1,0
2,34,32,40,27,38,0,0,0,0,1,0
37,46,18,7,2,40,0,0,0,1,0,0
33,43,15,38,19,23,0,0,0,1,0,0
18,4,35,11,47,28,0,0,1,0,0,0
49,3,39,9,15,8,0,0,0,0,0,1
10,43,18,45,25,10,0,0,0,0,1,0
5,7,11,7,44,47,0,0,1,0,0,0
43,0,48,14,22,0,0,1,0,0,0,0
28,5,44,48,41,37,0,0,1,0,0,0
28,13,18,45,2,34,0,0,0,0,1,0
44,43,9,37,40,19,1,0,0,0,0,0
32,22,1,45,19,1,0,0,0,0,1,0
14,3,38,11,48,24,0,0,1,0,0,0
16,47,43,19,29,29,0,0,0,1,0,0
11,42,0,6,9,40,1,0,0,0,0,0
30,14,42,10,41,46,0,0,1,0,0,0
24,23,4,39,24,43,1,0,0,0,0,0
19,3,48,18,15,38,0,0,1,0,0,0
45,2,15,11,6,21,0,0,0,0,0,1
32,21,42,37,34,10,0,1,0,0,0,0
0,49,26,35,47,49,0,0,0,0,1,0
8,15,26,14,0,21,0,0,0,1,0,0
26,47,49,11,15,27,0,0,0,1,0,0
39,30,48,31,13,3,0,1,0,0,0,0
28,2,41,28,1,0,0,1,0,0,0,0
37,41,4,40,29,47,1,0,0,0,0,0
46,11,0,5,3,48,1,0,0,0,0,0
9,7,15,14,40,39,0,0,1,0,0,0
31,25,13,21,35,47,1,0,0,0,0,0
39,42,5,24,46,38,1,0,0,0,0,0
13,11,1,43,1,12,0,0,0,0,1,0
27,10,33,9,13,23,0,0,0,0,0,1
36,17,29,41,35,29,0,0,1,0,0,0
11,38,4,26,31,48,1,0,0,0,0,0
3,17,26,37,21,5,0,0,0,0,1,0
3,46,44,8,17,44,0,0,0,1,0,0
30,33,42,14,44,28,0,0,0,0,0,1
42,43,37,12,4,3,0,0,0,1,0,0
27,22,46,0,38,2,0,1,0,0,0,0
3,14,34,34,8,30,0,0,0,0,1,0
21,21,31,25,21,6,0,1,0,0,0,0
49,8,0,23,1,8,0,0,0,0,0,1
11,34,9,45,38,21,0,0,0,0,1,0
44,39,23,31,40,5,0,1,0,0,0,0
28,11,11,46,6,23,0,0,0,0,1,0
0,6,31,2,6,23,0,1,0,0,0,0
20,0,17,37,46,34,0,0,1,0,0,0
35,34,40,42,40,14,0,1,0,0,0,0
36,36,1,25,20,12,0,0,0,1,0,0
46,22,24,13,25,26,0,0,0,0,0,1
3,42,28,49,32,21,0,0,0,0,1,0
32,46,7,24,6,8,0,0,0,1,0,0
5,27,49,44,8,5,0,1,0,0,0,0
14,29,43,30,12,10,0,1,0,0,0,0
10,3,41,2,16,41,0,0,1,0,0,0
46,45,18,17,43,27,0,0,0,0,0,1
44,12,40,38,6,39,0,0,0,1,0,0
20,13,25,37,35,33,0,0,1,0,0,0
20,10,17,31,30,38,1,0,0,0,0,0
49,44,23,36,15,21,0,0,0,1,0,0
47,35,29,42,6,2,0,0,0,1,0,0
0,21,48,16,2,39,0,0,0,1,0,0
8,40,35,37,22,6,0,1,0,0,0,0
33,1,22,38,6,36,1,0,0,0,0,0
48,2,17,30,42,41,0,0,1,0,0,0
35,42,48,14,39,46,0,0,0,0,0,1
18,0,39,18,39,21,0,0,1,0,0,0
6,28,13,48,6,20,0,0,0,0,1,0
23,27,27,32,13,46,1,0,0,0,0,0
9,40,28,25,16,37,0,0,0,1,0,0
12,12,49,4,20,0,0,1,0,0,0,0
42,38,46,46,10,48,0,0,0,1,0,0
25,39,20,48,42,12,0,0,0,0,1,0
47,7,45,27,44,27,0,0,1,0,0,0
49,0,38,36,13,41,0,0,1,0,0,0
22,18,29,7,38,26,0,0,1,0,0,0
33,46,48,39,36,20,0,1,0,0,0,0
38,3,22,44,15,0,0,1,0,0,0,0
43,33,26,1,38,31,0,0,0,0,0,1
35,29,41,19,29,12,0,1,0,0,0,0
28,28,2,28,4,18,0,0,0,1,0,0
42,30,44,9,47,12,0,0,0,0,0,1
43,13,4,29,16,2,0,0,0,0,0,1
20,43,31,46,3,8,0,0,0,1,0,0
35,30,47,8,0,4,0,1,0,0,0,0
36,6,12,17,23,10,0,0,0,0,0,1
21,16,34,4,10,46,0,0,0,0,0,1
42,1,42,33,21,26,0,0,1,0,0,0
45,31,24,13,22,17,0,0,0,0,0,1
38,5,29,35,31,0,0,1,0,0,0,0
14,25,8,15,48,0,0,0,1,0,0,0
35,21,49,40,4,4,0,1,0,0,0,0
24,38,21,12,9,32,0,0,0,1,0,0
1,24,0,8,1,35,1,0,0,0,0,0
20,23,13,31,15,21,0,0,0,0,1,0
44,23,28,31,3,35,0,0,0,1,0,0
24,11,34,44,47,33,0,0,1,0,0,0
31,6,12,18,7,21,0,0,0,0,0,1
6,44,3,36,40,15,0,0,0,0,1,0
18,33,22,30,27,36,1,0,0,0,0,0
26,39,4,9,16,36,1,0,0,0,0,0
44,26,2,25,45,2,0,0,1,0,0,0
24,44,38,34,34,25,0,1,0,0,0,0
9,0,12,25,11,14,0,0,0,0,1,0
7,16,40,27,5,34,0,0,0,0,1,0
27,25,43,44,15,3,0,1,0,0,0,0
41,36,24,44,1,8,0,0,0,1,0,0
24,37,25,28,47,27,0,0,1,0,0,0
5,17,15,49,5,32,0,0,0,0,1,0
13,11,22,41,11,2,0,0,0,0,1,0
43,3,9,44,32,9,0,0,1,0,0,0
5,40,14,29,27,1,0,0,0,0,1,0
44,2,1,42,39,43,1,0,0,0,0,0
35,33,41,2,38,21,0,0,0,0,0,1
15,7,16,26,7,42,1,0,0,0,0,0
44,42,23,43,13,37,0,0,0,1,0,0
45,35,40,18,5,20,0,0,0,1,0,0
16,8,41,6,6,0,0,1,0,0,0,0
17,27,22,34,6,27,0,0,0,1,0,0
24,37,34,31,27,45,1,0,0,0,0,0
19,22,43,31,25,49,0,0,0,0,1,0
34,30,30,40,37,34,0,0,1,0,0,0
8,10,47,33,28,5,0,1,0,0,0,0
1,46,25,28,30,44,0,0,0,0,1,0
35,9,35,9,39,32,0,0,1,0,0,0
36,16,0,5,2,18,0,0,0,0,0,1
28,12,36,23,0,20,0,1,0,0,0,0
22,45,28,13,41,8,0,1,0,0,0,0
15,5,7,27,38,33,0,0,1,0,0,0
1,2,4,7,0,49,1,0,0,0,0,0
32,26,13,17,0,5,0,0,0,1,0,0
49,38,34,15,0,25,0,0,0,1,0,0
34,38,17,20,46,1,0,1,0,0,0,0
8,17,32,0,22,38,0,0,0,0,0,1
11,2,49,47,11,46,0,0,0,0,1,0
33,48,13,40,37,5,0,0,0,1,0,0
2,27,49,32,33,16,0,1,0,0,0,0
11,19,46,45,20,47,0,0,0,0,1,0
7,16,45,18,41,28,0,0,1,0,0,0
45,1,8,3,7,1,0,0,0,0,0,1
6,23,14,21,32,15,0,0,0,0,1,0
20,38,48,45,31,48,0,0,0,0,1,0
23,25,32,13,5,14,0,0,0,1,0,0
28,19,22,29,28,27,0,0,1,0,0,0
48,45,44,35,17,7,0,1,0,0,0,0
13,20,12,5,16,34,1,0,0,0,0,0
0,2,4,45,25,0,0,0,0,0,1,0
27,0,42,47,44,30,0,0,1,0,0,0
27,48,33,21,31,43,0,0,0,1,0,0
29,13,29,20,16,27,0,0,0,0,0,1
47,6,22,6,33,35,0,0,0,0,0,1
47,26,36,2,40,49,0,0,0,0,0,1
40,29,21,12,8,48,0,0,0,0,0,1
28,22,49,33,17,3,0,1,0,0,0,0
10,32,31,39,38,35,0,0,0,0,1,0
40,35,20,34,24,30,0,0,0,1,0,0
45,2,27,17,18,32,0,0,0,0,0,1
10,29,18,35,5,4,0,0,0,0,1,0
5,26,34,0,43,33,0,0,1,0,0,0
44,1,48,47,31,14,0,1,0,0,0,0
23,9,41,12,9,33,0,0,0,0,0,1
15,33,34,46,8,46,0,0,0,0,1,0
38,32,9,31,35,3,0,0,0,0,0,1
29,27,48,2,4,9,0,1,0,0,0,0
23,36,20,26,35,38,1,0,0,0,0,0
30,4,29,8,10,28,0,0,0,0,0,1
48,31,2,8,30,47,1,0,0,0,0,0
11,42,42,35,31,13,0,1,0,0,0,0
34,11,45,30,31,35,0,0,1,0,0,0
36,25,23,10,9,33,0,0,0,0,0,1
4,9,5,40,20,4,0,0,0,0,1,0
4,20,4,20,18,6,0,0,0,0,1,0
40,5,17,3,20,28,0,0,0,0,0,1
34,7,11,44,17,46,1,0,0,0,0,0
7,16,41,20,21,40,0,0,0,0,1,0
25,31,24,44,28,8,0,0,0,0,1,0
20,10,33,26,48,19,0,0,1,0,0,0
28,9,48,18,5,49,0,0,0,0,0,1
14,0,4,36,45,48,0,0,1,0,0,0
42,25,42,11,38,11,0,1,0,0,0,0
19,13,19,25,11,2,0,1,0,0,0,0
24,27,13,19,34,23,1,0,0,0,0,0
9,19,35,26,30,19,0,0,0,0,1,0
5,20,15,34,11,49,1,0,0,0,0,0
19,39,33,1,7,34,0,0,0,1,0,0
49,2,36,14,10,31,0,0,0,0,0,1
0,13,23,27,15,2,0,0,0,0,1,0
28,33,19,39,30,16,0,0,0,0,1,0
4,14,27,26,29,22,0,0,0,0,1,0
37,6,45,3,22,48,0,0,0,0,0,1
9,13,22,3,7,15,0,1,0,0,0,0
45,33,3,5,48,5,0,0,0,0,0,1
33,5,32,45,29,21,0,0,1,0,0,0
18,23,13,34,40,20,0,0,1,0,0,0
1,32,43,43,47,27,0,0,0,0,1,0
4,16,12,40,47,40,0,0,0,0,1,0
41,20,32,43,16,38,1,0,0,0,0,0
16,20,37,37,2,0,0,1,0,0,0,0
22,23,49,49,14,3,0,1,0,0,0,0
41,19,3,48,45,37,1,0,0,0,0,0
14,37,5,19,11,31,1,0,0,0,0,0
10,29,4,27,44,33,1,0,0,0,0,0
47,9,13,33,33,0,0,0,1,0,0,0
44,32,29,27,43,45,0,0,0,0,0,1
47,44,48,30,33,0,0,1,0,0,0,0
48,49,22,41,9,24,0,0,0,1,0,0
29,40,2,13,48,41,1,0,0,0,0,0
7,35,36,6,33,28,0,1,0,0,0,0
46,25,9,24,12,22,0,0,0,0,0,1
21,9,37,33,26,14,0,1,0,0,0,0
17,47,33,31,29,18,0,0,0,1,0,0
21,5,4,26,42,5,0,0,1,0,0,0
8,6,33,6,17,37,0,0,1,0,0,0
45,16,44,48,49,6,0,1,0,0,0,0
0,23,14,8,39,25,0,0,1,0,0,0
43,6,37,1,25,23,0,0,0,0,0,1
43,35,6,45,28,9,0,0,0,1,0,0
26,8,31,3,16,36,0,0,0,0,0,1
0,37,40,44,1,32,0,0,0,0,1,0
1,19,27,49,40,30,0,0,0,0,1,0
34,12,34,16,24,29,0,0,0,0,0,1
28,13,3,45,8,44,1,0,0,0,0,0
14,36,7,6,22,36,1,0,0,0,0,0
16,30,41,29,45,47,0,0,1,0,0,0
23,28,45,37,14,0,0,1,0,0,0,0
13,12,27,47,9,40,0,0,0,0,1,0
20,26,48,22,31,19,0,1,0,0,0,0
32,1,21,38,3,24,0,0,0,0,1,0
34,31,34,13,27,11,0,1,0,0,0,0
26,41,29,2,19,1,0,1,0,0,0,0
14,7,25,0,24,42,1,0,0,0,0,0
33,20,9,3,40,14,0,0,0,0,0,1
31,25,35,4,25,35,0,0,0,0,0,1
48,5,20,31,48,5,0,0,1,0,0,0
8,16,23,48,21,17,0,0,0,0,1,0
39,4,35,44,3,38,0,0,0,0,1,0
2,9,13,11,22,13,0,0,1,0,0,0
29,17,8,40,32,21,0,0,1,0,0,0
11,24,45,35,26,1,0,1,0,0,0,0
33,2,1,7,11,15,0,0,0,0,0,1
2,48,21,36,40,32,0,0,0,0,1,0
15,49,5,13,40,49,1,0,0,0,0,0
46,44,5,45,28,47,1,0,0,0,0,0
31,44,31,14,13,1,0,0,0,1,0,0
37,16,25,22,14,21,0,0,0,0,0,1
37,32,40,19,0,17,0,0,0,1,0,0
29,22,20,13,35,14,0,0,0,0,0,1
1,17,8,38,18,0,0,0,0,0,1,0
22,34,4,9,49,15,0,0,1,0,0,0
42,29,19,35,23,33,1,0,0,0,0,0
12,23,34,48,0,37,0,0,0,0,1,0
48,18,40,24,1,18,0,0,0,0,0,1
32,20,27,28,16,4,0,1,0,0,0,0
30,4,22,21,35,30,0,0,1,0,0,0
26,14,9,8,37,15,0,0,1,0,0,0
49,7,24,15,29,43,0,0,0,0,0,1
40,21,32,23,40,17,0,0,1,0,0,0
39,17,7,21,14,20,0,0,0,0,0,1
32,11,35,7,13,8,0,1,0,0,0,0
49,2,46,18,24,48,0,0,0,0,0,1
14,47,19,33,28,1,0,0,0,1,0,0
12,32,35,48,16,7,0,0,0,0,1,0
27,14,7,14,32,30,1,0,0,0,0,0
4,7,36,47,35,29,0,0,0,0,1,0
40,43,14,32,48,44,1,0,0,0,0,0
11,27,30,10,43,39,0,0,1,0,0,0
39,14,38,15,20,3,0,1,0,0,0,0
25,33,42,18,38,35,0,1,0,0,0,0
48,0,20,16,11,21,0,0,0,0,0,1
22,30,29,45,42,40,0,0,0,0,1,0
47,28,10,20,38,4,0,0,0,0,0,1
9,2,41,47,24,31,0,0,0,0,1,0
31,28,10,32,14,27,1,0,0,0,0,0
17,30,0,14,29,3,1,0,0,0,0,0
41,29,38,3,38,24,0,0,0,0,0,1
19,8,5,49,36,17,0,0,0,0,1,0
8,48,40,10,43,32,0,1,0,0,0,0
25,4,32,1,9,43,0,0,0,0,0,1
37,30,38,21,19,3,0,1,0,0,0,0
34,15,38,1,31,27,0,0,0,0,0,1
29,12,23,44,14,49,1,0,0,0,0,0
21,12,47,7,26,10,0,1,0,0,0,0
9,18,18,36,42,46,1,0,0,0,0,0
4,10,0,35,26,34,1,0,0,0,0,0
21,23,23,21,44,26,0,0,1,0,0,0
28,36,9,23,10,22,0,0,0,1,0,0
46,7,24,26,35,24,0,0,1,0,0,0
35,4,7,1,0,20,0,0,0,0,0,1
7,5,32,7,15,3,0,1,0,0,0,0
47,11,39,39,49,13,0,0,1,0,0,0
38,9,41,45,23,43,0,0,1,0,0,0
6,49,15,15,39,47,1,0,0,0,0,0
42,39,43,11,31,40,0,0,0,0,0,1
24,32,3,20,47,35,1,0,0,0,0,0
41,24,9,17,1,30,0,0,0,0,0,1
31,12,38,36,20,15,0,1,0,0,0,0
37,23,25,34,14,49,1,0,0,0,0,0
19,39,48,13,13,44,0,0,0,1,0,0
13,2,14,1,36,28,0,0,1,0,0,0
0,20,17,45,6,43,0,0,0,0,1,0
14,47,47,33,8,3,0,1,0,0,0,0
15,18,16,9,19,23,1,0,0,0,0,0
42,24,29,7,21,17,0,0,0,0,0,1
5,38,29,14,48,10,0,1,0,0,0,0
5,15,45,13,34,42,0,0,1,0,0,0
28,22,23,36,35,10,0,1,0,0,0,0
5,23,39,9,30,24,0,1,0,0,0,0
37,20,33,19,5,38,0,0,0,0,0,1
20,1,40,11,35,11,0,0,1,0,0,0
36,26,11,2,43,46,1,0,0,0,0,0
11,17,46,13,36,2,0,1,0,0,0,0
1,38,45,11,5,31,0,0,0,1,0,0
44,47,14,35,20,22,0,0,0,1,0,0
18,19,44,0,41,26,0,0,1,0,0,0
38,23,5,45,23,24,1,0,0,0,0,0
3,8,46,43,43,20,0,0,0,0,1,0
3,24,11,14,19,28,1,0,0,0,0,0
33,20,6,25,13,19,1,0,0,0,0,0
18,7,32,29,30,43,0,0,1,0,0,0
6,12,42,25,23,43,0,0,0,0,1,0
14,23,30,26,41,7,0,1,0,0,0,0
4,27,7,5,37,35,1,0,0,0,0,0
20,43,27,23,11,46,0,0,0,1,0,0
14,47,35,0,26,45,0,0,0,1,0,0
4,35,41,24,48,6,0,1,0,0,0,0
24,1,32,23,19,24,0,0,1,0,0,0
13,38,25,27,26,10,0,1,0,0,0,0
38,25,38,18,42,31,0,0,0,0,0,1
25,49,27,6,33,35,0,0,0,0,0,1
23,20,12,1,10,21,0,0,0,0,0,1
44,21,42,23,39,15,0,1,0,0,0,0
0,31,15,28,20,16,0,0,0,0,1,0
27,9,49,20,40,47,0,0,1,0,0,0
12,26,35,24,46,31,0,0,1,0,0,0
16,34,31,25,12,31,0,0,0,1,0,0
26,4,31,6,28,46,0,0,1,0,0,0
9,12,22,3,12,45,1,0,0,0,0,0
44,28,23,36,20,11,0,1,0,0,0,0
32,20,24,1,44,13,0,0,0,0,0,1
14,5,7,41,22,0,0,0,0,0,1,0
9,19,0,41,3,11,0,0,0,0,1,0
26,9,7,31,28,25,0,0,1,0,0,0
39,43,8,29,4,1,0,0,0,1,0,0
8,1,35,17,28,0,0,1,0,0,0,0
23,6,29,9,40,24,0,0,1,0,0,0
27,4,17,9,47,33,0,0,1,0,0,0
45,1,13,23,4,5,0,0,0,0,0,1
49,1,39,12,18,24,0,0,0,0,0,1
38,25,22,10,39,14,0,0,0,0,0,1
43,18,38,47,0,12,0,1,0,0,0,0
46,46,29,15,39,32,0,0,0,0,0,1
13,6,35,3,18,17,0,1,0,0,0,0
18,32,33,5,23,47,1,0,0,0,0,0
8,21,49,0,16,42,0,0,0,0,0,1
36,44,7,27,29,26,1,0,0,0,0,0
12,45,3,47,4,35,0,0,0,1,0,0
20,2,36,47,42,22,0,0,1,0,0,0
19,22,46,2,15,16,0,1,0,0,0,0
38,10,23,16,3,37,0,0,0,0,0,1
8,42,32,39,9,24,0,0,0,1,0,0
31,26,37,17,34,0,0,1,0,0,0,0
22,19,24,43,9,44,0,0,0,0,1,0
2,24,32,10,48,29,0,0,1,0,0,0
2,8,20,17,40,2,0,0,1,0,0,0
41,34,12,37,17,36,1,0,0,0,0,0
23,37,28,21,49,34,0,0,1,0,0,0
5,24,21,30,3,42,0,0,0,0,1,0
12,29,37,32,3,27,0,0,0,1,0,0
21,16,45,30,46,5,0,1,0,0,0,0
17,20,49,12,33,6,0,1,0,0,0,0
46,23,15,19,17,43,1,0,0,0,0,0
30,14,48,30,43,49,0,0,1,0,0,0
13,22,10,41,22,15,0,0,0,0,1,0
7,15,45,2,28,36,0,0,1,0,0,0
17,12,47,38,14,31,0,0,0,0,1,0
44,10,12,9,17,19,0,0,0,0,0,1
9,15,48,21,40,35,0,0,1,0,0,0
34,39,9,6,45,27,0,0,0,0,0,1
23,30,7,18,0,35,0,0,0,1,0,0
